"","vidid","adview","views","likes","dislikes","comment","category","time_in_sec","no_days_old"
"10945","VID_8513",1,"1519","3","0","0","D",350,527
"10946","VID_10170",6722,"23814","20","3","0","D",74,641
"10947","VID_13120",1,"723","9","1","0","D",11,1630
"10948","VID_17938",1,"589075","1859","386","1206","F",273,978
"10949","VID_18549",1,"2658","2","1","0","F",73,1629
"10950","VID_6379",17,"400592","1469","73","65","D",561,1531
"10951","VID_7324",1,"97408","121","46","158","D",1391,842
"10952","VID_4841",2,"221255","371","61","31","D",742,1599
"10953","VID_4287",2,"113398","26","37","0","D",149,755
"10954","VID_13541",19,"3402374","22167","810","1499","D",352,586
"10955","VID_21227",3,"8026","40","4","0","G",237,1453
"10956","VID_11254",4,"734386","8845","704","1807","D",415,569
"10957","VID_19607",1,"86071","206","16","9","G",1137,1253
"10958","VID_18104",1,"368964","4534","222","1231","F",250,611
"10959","VID_16218",2,"330474","741","78","98","E",5688,1037
"10960","VID_11077",24,"1570431","18627","747","1650","D",194,529
"10961","VID_1766",40,"171668","1141","26","138","B",198,815
"10962","VID_8626",18,"437","0","0","1","D",76,561
"10963","VID_23194",1,"462421","1338","270","F","H",898,466
"10964","VID_4668",27,"251653","532","28","23","D",940,1458
"10965","VID_10873",3,"34675","45","10","2","D",204,1296
"10966","VID_18031",2,"421780","2937","523","2149","F",342,609
"10967","VID_12084",2,"173037","8207","506","1130","D",230,997
"10968","VID_23548",1,"14219","21","3","1","H",1231,1012
"10969","VID_19146",2,"72966","136","6","4","G",234,1702
"10970","VID_19081",13,"244371","604","60","71","G",244,1871
"10971","VID_12389",1,"710878","440","198","17","D",695,989
"10972","VID_13939",2,"1547276","3585","421","390","D",2931,632
"10973","VID_14933",1,"23487","586","1","168","D",541,605
"10974","VID_418",1,"302662","1002","52","286","A",341,1960
"10975","VID_20825",2,"1525235","5368","364","209","G",310,893
"10976","VID_19857",1,"13970","40","1","0","G",1283,2683
"10977","VID_12059",6,"14191","189","4","28","D",598,450
"10978","VID_6807",2,"238870","3076","64","2898","D",651,670
"10979","VID_2136",1,"29236","154","4","0","C",112,634
"10980","VID_4850",19,"972094","2857","276","308","D",8954,2475
"10981","VID_14958",7,"5595779","6028","2233","760","D",6783,969
"10982","VID_17608",1,"9166","34","3","3","E",239,1743
"10983","VID_14214",1,"133666","94","12","5","D",609,2654
"10984","VID_10167",1,"642","0","0","1","D",45,1689
"10985","VID_13576",1,"2244862","10985","447","764","D",943,663
"10986","VID_23396",2,"516121","578","127","35","H",287,1253
"10987","VID_13610",59428,"63235","F","F","1","D",31,349
"10988","VID_8241",104,"1461282","6287","534","838","D",165,1447
"10989","VID_20126",9,"2689","9","3","0","G",237,1037
"10990","VID_4836",2,"108476","92","21","18","D",915,1398
"10991","VID_209",1,"5622","8","1","2","A",167,1982
"10992","VID_15786",14,"1108169","516","423","24","E",119,828
"10993","VID_23294",1,"81323","180","14","16","H",3162,1185
"10994","VID_8981",1,"1224872","6237","503","1129","D",351,1118
"10995","VID_23518",2,"136782","465","57","31","H",1495,1130
"10996","VID_18393",1164,"2263","55","1","11","F",288,460
"10997","VID_1900",290,"947734","31438","252","636","B",286,764
"10998","VID_5429",75,"661311","1021","154","85","D",202,1828
"10999","VID_22823",2,"43700","28","16","5","G",279,3663
"11000","VID_7703",1,"3994","224","1","16","D",210,583
"11001","VID_13494",1,"48112","144","2","26","D",449,3410
"11002","VID_13087",4,"94723","104","12","4","D",257,673
"11003","VID_6473",17,"1081360","1111","93","81","D",213,2910
"11004","VID_21910",1,"63129","1954","20","70","G",241,340
"11005","VID_21072",2,"1476","18","5","0","G",281,1445
"11006","VID_18049",9,"695545","4983","590","1929","F",105,1006
"11007","VID_21599",2,"1190846","2943","627","208","G",238,1192
"11008","VID_21610",4,"1956463","2490","818","101","G",169,1188
"11009","VID_9122",2,"136572","86","24","4","D",40,578
"11010","VID_23690",4,"2480337","757","455","413","H",228,579
"11011","VID_3369",1,"101733","89","33","26","D",2382,1988
"11012","VID_11787",3,"18094","97","5","31","D",877,1463
"11013","VID_11348",9,"614289","487","249","F","D",545,581
"11014","VID_21865",3,"3162046","19281","1492","490","G",236,1379
"11015","VID_23564",1,"155474","4955","379","2487","H",732,438
"11016","VID_3323",1,"1186408","1983","250","74","D",629,509
"11017","VID_18623",1,"634652","8560","231","865","F",225,381
"11018","VID_5225",1,"419212","190","41","8","D",66,2290
"11019","VID_12451",1,"216421","1635","42","352","D",256,1153
"11020","VID_17399",1,"387955","691","63","208","E",607,697
"11021","VID_13600",1,"810","F","F","0","D",21,353
"11022","VID_20489",1,"22550","15","1","1","G",213,1176
"11023","VID_5513",1,"33516","312","9","7","D",889,1293
"11024","VID_3102",1,"45813","191","9","10","C",1845,807
"11025","VID_14967",20,"63263","360","5","41","D",215,940
"11026","VID_15210",2,"1219139","6010","300","448","E",330,865
"11027","VID_6876",4,"642945","5127","142","1635","D",686,606
"11028","VID_7287",3,"38869","743","23","72","D",309,563
"11029","VID_6016",1,"421482","1783","40","43","D",655,1109
"11030","VID_18730",1291,"2039","10","0","0","F",667,794
"11031","VID_8696",1,"3781","41","1","18","D",620,2170
"11032","VID_16036",1,"10144","20","2","1","E",6392,1101
"11033","VID_22742",2,"2129268","3412","247","515","G",260,2717
"11034","VID_12610",1,"2852195","3960","1438","478","D",694,507
"11035","VID_15284",6,"297534","689","59","67","E",340,652
"11036","VID_7296",2,"492568","1770","519","F","D",308,701
"11037","VID_21716",915,"8782","34","1","2","G",279,449
"11038","VID_7973",1,"9883","5","2","3","D",47,1894
"11039","VID_21484",1,"1057192","1632","411","113","G",273,1220
"11040","VID_9521",124,"3497","1","1","1","D",110,2466
"11041","VID_11143",2,"37260","560","7","103","D",287,547
"11042","VID_5484",12,"110799","427","9","27","D",827,1473
"11043","VID_22727",4,"3740","54","0","1","G",114,800
"11044","VID_4406",10,"375369","805","107","62","D",684,1693
"11045","VID_8395",1,"84918","88","17","0","D",7730,957
"11046","VID_22711",1,"5961","116","1","12","G",1994,1247
"11047","VID_543",1,"189312","421","95","96","A",96,911
"11048","VID_20899",4,"10945","57","9","3","G",3066,1409
"11049","VID_7659",1,"293369","74","57","5","D",107,1198
"11050","VID_17017",1,"1640912","4833","220","3268","E",733,709
"11051","VID_5514",1,"43564","310","2","10","D",795,934
"11052","VID_1559",70,"391778","4144","144","933","B",465,679
"11053","VID_2972",1,"68170","129","7","34","C",54,1711
"11054","VID_12500",1,"14321","67","5","28","D",462,2340
"11055","VID_11900",5,"3627376","19750","1047","1182","D",134,541
"11056","VID_7767",1,"27556","38","0","3","D",426,2658
"11057","VID_17724",1,"117249","174","36","2","F",356,1971
"11058","VID_17679",1,"44702","213","30","8","F",3406,927
"11059","VID_10007",30,"1490000","1070","447","136","D",604,596
"11060","VID_15728",1,"32967","34","7","3","E",6564,2354
"11061","VID_6083",1,"4079","1","0","0","D",224,1601
"11062","VID_11321",1,"156014","1528","72","1146","D",401,966
"11063","VID_8474",1,"439918","1020","104","54","D",177,1887
"11064","VID_397",1,"70422","506","17","126","A",402,1614
"11065","VID_5352",1,"390311","1942","173","93","D",361,1283
"11066","VID_6995",1,"393840","769","116","67","D",9999,955
"11067","VID_11568",54,"32875902","188279","18727","17996","D",280,862
"11068","VID_16175",1,"367266","295","208","12","E",4954,368
"11069","VID_5227",1,"10013","12","3","1","D",97,1926
"11070","VID_17202",1,"326189","1584","113","716","E",251,697
"11071","VID_15097",12,"321120","639","45","56","E",298,626
"11072","VID_1343",2,"1746323","21089","244","2644","B",225,1358
"11073","VID_7757",3,"248163","424","22","8","D",551,2756
"11074","VID_17555",1,"6475","106","0","11","E",269,1313
"11075","VID_8146",1,"12615","63","2","20","D",1051,2647
"11076","VID_13177",2,"30161","85","4","11","D",1486,1565
"11077","VID_2011",1,"19499","256","11","9","B",285,1527
"11078","VID_7165",6,"475725","267","81","102","D",179,584
"11079","VID_443",503,"1433","6","0","0","A",129,1069
"11080","VID_15715",2,"108140","188","47","37","E",7128,1258
"11081","VID_15959",1,"187789","240","30","26","E",5191,1605
"11082","VID_17365",51,"34300","358","9","18","E",21,757
"11083","VID_13247",165968,"218737","1163","9","117","D",340,584
"11084","VID_11055",1,"4501743","49661","2221","2260","D",229,1058
"11085","VID_23699",18,"1404692","11504","619","4338","H",2100,691
"11086","VID_4743",4,"1111228","1897","257","134","D",10104,745
"11087","VID_15216",2,"685804","2830","192","109","E",196,405
"11088","VID_17860",3,"172833","430","54","51","F",255,2035
"11089","VID_21319",1,"18421","67","7","15","G",280,2204
"11090","VID_533",1,"36036","113","7","32","A",985,1151
"11091","VID_12464",1,"27570","297","16","114","D",581,1564
"11092","VID_10420",2,"244820","377","45","12","D",2133,1542
"11093","VID_15508",2,"39931","18","4","0","E",88,2143
"11094","VID_22189",1,"2626","12","3","0","G",75,2691
"11095","VID_18034",1,"787685","4937","2066","F","F",342,777
"11096","VID_16521",2,"1285119","4184","133","245","E",183,1577
"11097","VID_16537",2,"2074756","1920","670","F","E",8254,632
"11098","VID_7742",1,"5388","5","0","0","D",311,2730
"11099","VID_6199",10,"449776","376","41","15","D",459,2875
"11100","VID_9456",4,"61652","162","5","30","D",138,719
"11101","VID_1342",6,"1491611","23369","247","3469","B",223,924
"11102","VID_9787",13123,"72784","455","4","6","D",122,1016
"11103","VID_11209",1,"16128","90","4","16","D",407,1594
"11104","VID_6067",1,"292425","892","54","90","D",900,1163
"11105","VID_17627",45,"1275766","1637","79","100","E",248,1686
"11106","VID_10113",6,"432604","283","140","65","D",603,558
"11107","VID_1523",1,"230335","6811","182","1623","B",354,347
"11108","VID_15252",1,"559463","2889","239","216","E",215,695
"11109","VID_23635",1,"70538","16","18","0","H",113,932
"11110","VID_17775",1,"193762","679","171","79","F",181,1642
"11111","VID_5177",1,"393627","1676","64","77","D",74,743
"11112","VID_15110",1,"122982","403","19","23","E",264,705
"11113","VID_20173",21,"126523","254","33","17","G",728,1689
"11114","VID_7338",1,"81097","58","22","6","D",382,811
"11115","VID_7166",8,"2141625","2756","833","1837","D",187,654
"11116","VID_10181",8,"330","6","0","0","D",31,424
"11117","VID_6264",4,"204478","573","26","24","D",621,1393
"11118","VID_18446",3,"1989573","1922","419","137","F",142,2335
"11119","VID_11662",1,"34388","659","18","104","D",414,557
"11120","VID_9538",2,"13248","36","1","12","D",31,920
"11121","VID_22394",42,"36961","555","10","34","G",210,651
"11122","VID_6382",68,"2440376","7991","418","238","D",684,2231
"11123","VID_5615",1,"2974","12","0","1","D",954,829
"11124","VID_19315",27,"989786","3019","343","257","G",4478,1377
"11125","VID_22765",7,"482738","1733","205","91","G",8213,1227
"11126","VID_21161",1,"269055","277","52","62","G",408,654
"11127","VID_4947",1,"25810","57","8","0","D",7564,883
"11128","VID_16070",1,"815","0","0","0","E",9384,991
"11129","VID_18858",1,"253962","2035","171","139","F",583,414
"11130","VID_15506",2,"144067","383","42","40","E",257,1243
"11131","VID_2289",10511,"11574","18","1","0","C",83,732
"11132","VID_18411",1185,"5734","100","6","32","F",354,430
"11133","VID_23379",1,"559697","743","102","130","H",932,552
"11134","VID_15166",3,"390513","3905","32","359","E",1094,761
"11135","VID_7016",1,"18645","17","8","1","D",7522,879
"11136","VID_12985",12,"1556","7","3","0","D",214,469
"11137","VID_1379",29,"146050","176","21","F","B",448,1664
"11138","VID_16795",2,"33764","46","5","6","E",664,2474
"11139","VID_1527",8,"957597","12321","359","1317","B",374,451
"11140","VID_20362",2,"1722948","17439","392","595","G",323,851
"11141","VID_5675",16,"1967089","2598","595","125","D",5436,1437
"11142","VID_5810",2,"3688675","10003","696","1172","D",162,1368
"11143","VID_20130",7,"657493","646","283","42","G",3800,1346
"11144","VID_884",13,"175954","161","36","12","B",187,1942
"11145","VID_11918",6,"941014","5131","266","364","D",156,582
"11146","VID_5040",1,"15607","86","5","10","D",413,652
"11147","VID_3703",2,"490781","1096","83","66","D",205,1107
"11148","VID_2085",1,"273567","508","26","52","B",437,911
"11149","VID_10009",1,"189404","241","32","95","D",269,744
"11150","VID_18880",2,"4861","28","1","14","F",334,2846
"11151","VID_17021",1,"9329616","9656","5836","370","E",668,560
"11152","VID_21544",1,"5735","25","0","0","G",380,932
"11153","VID_7766",1,"74250","231","6","19","D",222,2777
"11154","VID_18697",1,"30374","80","9","5","F",152,650
"11155","VID_8598",1,"3946","15","1","0","D",26,533
"11156","VID_20574",2,"3091649","1452","427","242","G",271,1781
"11157","VID_11523",1,"151473","359","41","107","D",777,657
"11158","VID_10492",3,"118988","309","48","423","D",435,563
"11159","VID_20598",837,"24323","91","11","1","G",243,1302
"11160","VID_15302",1,"24448","13","7","6","E",147,569
"11161","VID_11938",4,"3254484","29204","3270","3436","D",96,565
"11162","VID_19844",1,"2383","10","0","0","G",634,2646
"11163","VID_17226",2,"383971","1919","107","1125","E",351,666
"11164","VID_9087",1,"28012","49","15","4","D",2319,1106
"11165","VID_20888",1,"115270","499","43","53","G",1528,1388
"11166","VID_22182",1,"64157","221","36","245","G",310,1949
"11167","VID_5445",8,"1040483","3140","176","115","D",515,911
"11168","VID_20786",1,"525","7","0","3","G",250,604
"11169","VID_8898",1,"758340","6367","140","1746","D",120,796
"11170","VID_14094",1,"13389","268","22","111","D",878,605
"11171","VID_12890",1,"39668","595","11","47","D",134,1204
"11172","VID_16073",53,"7457816","5015","2846","790","E",8358,1089
"11173","VID_17633",17,"696750","1488","121","263","E",752,1355
"11174","VID_16492",5,"5593","F","F","0","E",80,964
"11175","VID_22416",1,"112853","461","14","38","G",216,1948
"11176","VID_2605",4,"3688129","3767","1358","516","C",253,2015
"11177","VID_22377",1,"2219649","4457","175","343","G",275,1184
"11178","VID_5797",1,"1271151","5015","249","527","D",408,1129
"11179","VID_3987",2,"677845","482","70","37","D",303,670
"11180","VID_14986",142,"6819","34","4","0","D",88,631
"11181","VID_11473",28,"192832","903","67","236","D",384,910
"11182","VID_6227",19,"985720","1943","200","119","D",551,2181
"11183","VID_23073",1,"161305","53","42","1","H",68,1781
"11184","VID_6550",3,"535500","2521","419","2168","D",493,795
"11185","VID_26",1,"183010","414","35","114","A",1120,1004
"11186","VID_7429",1,"8350","41","1","20","D",117,1649
"11187","VID_14018",4,"12077","8","1","0","D",204,2370
"11188","VID_3162",3,"535388","417","153","63","D",2600,1536
"11189","VID_16434",385,"105994","366","74","16","E",277,989
"11190","VID_22133",1,"1310181","8869","97","303","G",268,1866
"11191","VID_12473",1,"24902","213","79","114","D",88,1673
"11192","VID_2981",1,"37185","53","25","0","C",253,797
"11193","VID_7524",1,"14338","204","2","90","D",697,1426
"11194","VID_22275",25,"10310997","23876","2269","2355","G",5433,1599
"11195","VID_12282",36,"19620997","54535","8775","3857","D",264,845
"11196","VID_5381",150,"1333912","491","212","59","D",119,1977
"11197","VID_14256",19,"1366057","16667","826","4679","D",953,672
"11198","VID_1909",248,"1518330","26781","358","1778","B",370,1414
"11199","VID_263",1,"282201","64","32","14","A",43,1539
"11200","VID_17620",5,"358178","11511","305","305","E",216,575
"11201","VID_11433",4,"155042","192","29","43","D",787,883
"11202","VID_7511",3,"16349","222","1","108","D",678,1427
"11203","VID_10714",3,"229","0","0","1","D",26,740
"11204","VID_234",1,"14275","25","2","1","A",106,1817
"11205","VID_22969",54440,"61925","78","5","16","G",233,592
"11206","VID_18399",1050,"4084","78","5","26","F",1597,477
"11207","VID_18317",5478,"97786","1661","39","210","F",349,338
"11208","VID_19166",2,"326561","214","32","5","G",240,1353
"11209","VID_11997",1,"57549","502","15","120","D",548,469
"11210","VID_10073",1,"217612","198","80","33","D",650,545
"11211","VID_14553",27,"1539114","1854","735","222","D",956,611
"11212","VID_4474",1,"2832","23","0","0","D",178,1460
"11213","VID_1910",275,"1508917","20169","294","1250","B",280,1961
"11214","VID_12467",1,"9562","85","8","105","D",1593,2087
"11215","VID_11683",12,"1034776","2148","238","89","D",42,569
"11216","VID_10193",1,"48403","1","0","0","D",31,744
"11217","VID_23145",1,"463674","2283","239","164","H",313,338
"11218","VID_18108",8,"880805","6590","632","2678","F",296,610
"11219","VID_22026",2,"819049","2411","99","206","G",266,2879
"11220","VID_10025",11,"287735","238","77","80","D",613,567
"11221","VID_19149",37,"3375748","8149","916","452","G",286,1914
"11222","VID_16718",3,"158107","186","43","16","E",7337,1968
"11223","VID_10305",1,"377317","773","131","231","D",2340,447
"11224","VID_2089",1,"400189","738","45","102","B",515,916
"11225","VID_1881",34,"357882","9447","93","206","B",166,1397
"11226","VID_11307",6,"575204","3887","528","1918","D",300,595
"11227","VID_7600",1,"52741","228","27","124","D",652,560
"11228","VID_14144",1,"75405","123","12","4","D",46,673
"11229","VID_2741",1,"41596","116","35","21","C",128,1971
"11230","VID_19123",4,"527875","1576","243","122","G",247,2205
"11231","VID_1640",1,"498311","4346","308","173","B",260,1016
"11232","VID_12060",2,"31242","220","2","2","D",207,1344
"11233","VID_15277",3,"319576","1850","33","141","E",168,767
"11234","VID_19986",2,"117109","690","35","42","G",232,600
"11235","VID_3526",1,"220938","490","52","37","D",8265,1487
"11236","VID_23190",1,"66126","76","8","6","H",230,1298
"11237","VID_7936",12,"222632","354","24","5","D",26,2084
"11238","VID_10648",196173,"196439","2","0","0","D",21,428
"11239","VID_2481",6,"691783","254","116","F","C",470,1315
"11240","VID_6784",1,"760979","11301","522","3369","D",314,391
"11241","VID_9781",36773,"37718","9","7","0","D",28,955
"11242","VID_4751",2,"606153","591","196","67","D",9555,718
"11243","VID_18071",3,"2563369","21298","4113","11034","F",570,838
"11244","VID_23130",1,"1869","13","1","0","H",140,335
"11245","VID_923",1,"16372","529","10","67","B",349,2077
"11246","VID_10771",1,"1400","2","2","0","D",698,2040
"11247","VID_9025",11,"92051","313","14","33","D",159,892
"11248","VID_848",2,"5782","12","3","2","B",145,1789
"11249","VID_1875",180,"917011","34440","262","782","B",282,925
"11250","VID_52",1,"150246","237","45","57","A",265,898
"11251","VID_23212",1,"253671","58","28","0","H",39,1071
"11252","VID_20727",1,"12560","163","2","99","G",303,1797
"11253","VID_14383",1,"158727","72","2","2","D",35,1203
"11254","VID_16433",5747,"73985","458","22","42","E",80,457
"11255","VID_5770",2,"1243126","3794","157","324","D",211,1039
"11256","VID_23189",13,"1103686","2172","511","190","H",1170,1307
"11257","VID_14838",2160,"470391","4522","76","245","D",240,803
"11258","VID_4789",3,"241619","415","63","32","D",9960,1086
"11259","VID_4872",2,"151430","249","53","20","D",9536,993
"11260","VID_9864",14923,"119603","821","17","7","D",188,1093
"11261","VID_20908",3,"217560","626","93","52","G",4933,1186
"11262","VID_19002",1,"10894","109","1","33","F",446,575
"11263","VID_19104",6,"337972","454","48","26","G",278,1462
"11264","VID_4684",21,"183329","544","19","51","D",589,640
"11265","VID_19745",2,"205364","277","61","18","G",315,1879
"11266","VID_20846",2,"7860552","33487","2010","1077","G",457,1775
"11267","VID_21588",1,"59390","178","10","17","G",3709,776
"11268","VID_11679",1,"497503","2147","92","50","D",45,980
"11269","VID_13935",1,"20590","59","1","17","D",75,2129
"11270","VID_5658",3,"1703655","3221","209","207","D",283,2329
"11271","VID_19782",1,"101148","295","41","25","G",2977,1902
"11272","VID_10511",2,"83423","106","23","56","D",205,568
"11273","VID_8888",1,"714239","3434","270","671","D",1020,1643
"11274","VID_9675",1,"8791","5","4","0","D",543,1995
"11275","VID_22751",802,"1129","18","0","2","G",269,443
"11276","VID_4167",3,"609498","619","83","19","D",620,551
"11277","VID_8222",1,"11498","114","6","1","D",232,1055
"11278","VID_618",2,"554527","3159","284","797","B",532,556
"11279","VID_4329",10,"819629","1218","253","30","D",119,669
"11280","VID_5118",1,"846483","871","65","51","D",214,1565
"11281","VID_17245",1,"649","3","2","0","E",382,1712
"11282","VID_8365",1,"659309","777","146","61","D",15384,567
"11283","VID_13731",1,"7417","F","F","0","D",181,568
"11284","VID_19753",15,"190354","403","62","43","G",1772,1950
"11285","VID_3120",3,"269302","217","43","28","D",630,640
"11286","VID_2717",12,"41528","421","2","22","C",189,813
"11287","VID_21483",1,"3155264","28094","1626","798","G",270,1290
"11288","VID_11007",1,"506514","14070","346","1266","D",182,754
"11289","VID_9175",1,"6427","60","2","7","D",72,382
"11290","VID_19266",21,"591481","648","117","43","G",284,2210
"11291","VID_17127",1,"3544101","3268","2607","983","E",214,822
"11292","VID_16848",3,"21668","36","0","4","E",603,2473
"11293","VID_10292",1,"39979","84","9","12","D",9319,963
"11294","VID_20373",10,"237478","1819","27","44","G",298,1032
"11295","VID_20681",2,"20740","46","3","7","G",189,670
"11296","VID_4327",2,"253699","103","42","8","D",86,689
"11297","VID_20309",1,"206212","99","15","24","G",111,1219
"11298","VID_19880",1,"79545","357","27","42","G",2394,1964
"11299","VID_16208",2,"966558","1732","177","206","E",5148,715
"11300","VID_18811",1,"156130","F","F","15","F",146,1586
"11301","VID_20663",1,"236139","353","24","175","G",814,1871
"11302","VID_23052",4,"3804733","909","689","74","H",108,1455
"11303","VID_10432",2,"356110","369","63","12","D",2163,2167
"11304","VID_21850",1,"646535","1038","711","35","G",254,711
"11305","VID_15910",13,"1215271","2288","240","96","E",504,594
"11306","VID_8820",5,"78131","128","27","4","D",226,1652
"11307","VID_7242",7,"120671","57","21","7","D",200,1801
"11308","VID_19411",2,"14439","69","2","5","G",3772,1009
"11309","VID_14755",667,"7433","101","0","11","D",264,497
"11310","VID_3570",1,"1964388","8373","498","294","D",736,1305
"11311","VID_8863",2,"483","2","0","0","D",1376,1943
"11312","VID_3348",15,"273505","196","38","27","D",340,2130
"11313","VID_9728",4,"58254","435","15","24","D",312,1282
"11314","VID_7378",1,"21757","118","8","23","D",245,575
"11315","VID_4316",2,"741340","234","191","108","D",84,656
"11316","VID_3456",8,"726744","1989","196","61","D",861,2087
"11317","VID_18421",1,"45085","502","37","55","F",1332,1601
"11318","VID_22712",1,"8746","195","6","11","G",199,530
"11319","VID_1654",5,"102970","445","67","23","B",177,1669
"11320","VID_8428",1,"539720","652","213","132","D",52,679
"11321","VID_2151",1,"110860","471","6","6","C",79,1092
"11322","VID_1517",38,"338607","4749","189","690","B",409,430
"11323","VID_2850",2,"368433","317","184","18","C",991,1493
"11324","VID_18999",3,"272501","2201","195","424","F",698,645
"11325","VID_18950",1,"17200","10","3","0","F",205,2046
"11326","VID_21990",2,"40880","295","10","42","G",3166,890
"11327","VID_1967",3,"3049656","6380","687","1982","B",240,3218
"11328","VID_12030",11,"240427","1078","40","35","D",396,1222
"11329","VID_20913",84,"3547414","13716","1441","1104","G",5329,1305
"11330","VID_15918",1,"270","0","0","0","E",480,1005
"11331","VID_7135",1,"67697","370","16","207","D",626,591
"11332","VID_5930",9,"37782","22","3","0","D",52,1471
"11333","VID_22590",622,"986","6","0","0","G",32,1683
"11334","VID_4155",1,"750759","775","64","17","D",224,1075
"11335","VID_18333",1,"12628","486","3","47","F",175,575
"11336","VID_3646",2,"153320","584","54","60","D",170,1235
"11337","VID_13443",57,"1799","10","0","1","D",100,612
"11338","VID_6671",1,"71267","53","8","2","D",82,1890
"11339","VID_23186",1,"189299","139","24","1","H",129,1375
"11340","VID_7128",1,"91258","339","22","110","D",473,1107
"11341","VID_2337",1,"15397","13","16","F","C",107,989
"11342","VID_833",2,"13914","25","4","2","B",271,1942
"11343","VID_19333",7,"377054","919","142","68","G",8364,921
"11344","VID_19317",13,"437693","703","51","66","G",1348,2678
"11345","VID_17962",1,"955046","4375","673","2958","F",171,1014
"11346","VID_6101",4,"56199","185","14","22","D",9443,1015
"11347","VID_16879",2,"57654","94","4","20","E",663,2478
"11348","VID_131",1,"363018","1165","50","186","A",248,1698
"11349","VID_2634",32,"3960084","17643","2068","1166","C",233,547
"11350","VID_18082",1,"100391","985","28","375","F",366,808
"11351","VID_22699",1,"623547","1123","76","51","G",255,642
"11352","VID_10043",6,"810158","904","405","214","D",116,583
"11353","VID_13617",5,"1125","F","F","F","D",31,661
"11354","VID_8555",7,"2233","9","0","0","D",612,528
"11355","VID_10934",8,"1442531","17751","646","8173","D",229,459
"11356","VID_22426",1,"338864","5142","953","322","G",162,1300
"11357","VID_11315",7,"571784","1679","474","2245","D",108,2759
"11358","VID_22916",15,"1979932","8669","433","491","G",211,728
"11359","VID_1091",13,"2599702","13852","1028","5355","B",381,911
"11360","VID_15869",24,"182925","41","27","0","E",611,1577
"11361","VID_17529",51,"2501243","10507","605","1784","E",3427,1853
"11362","VID_12346",3,"46781","72","6","6","D",396,937
"11363","VID_411",2,"211523","636","52","67","A",426,1666
"11364","VID_17447",1,"849","33","0","26","E",61,1732
"11365","VID_1876",249,"1626828","20219","279","1230","B",287,1752
"11366","VID_23477",3,"425482","2431","63","945","H",93,627
"11367","VID_7381",1,"25130","98","6","8","D",291,591
"11368","VID_4005",1,"16293","12","4","3","D",2367,2001
"11369","VID_13825",4,"1336013","31083","826","3242","D",270,900
"11370","VID_19150",7,"145646","117","33","20","G",265,2180
"11371","VID_14330",2,"80647","929","207","756","D",200,1674
"11372","VID_9256",1,"5183","28","0","1","D",144,1095
"11373","VID_1114",10,"9231136","24118","2636","3621","B",551,1145
"11374","VID_9605",60733,"61779","1","0","0","D",31,717
"11375","VID_16406",1,"31996","434","27","88","E",1959,912
"11376","VID_5444",3,"11442","46","2","8","D",692,1419
"11377","VID_7229",2,"175060","511","102","103","D",121,576
"11378","VID_3745",18,"703950","2893","248","138","D",312,2113
"11379","VID_4208",20,"737649","1702","96","53","D",895,1599
"11380","VID_19289",2,"42326","93","12","16","G",2228,703
"11381","VID_1481",56,"3335679","23026","586","3752","B",585,605
"11382","VID_6693",1,"60440","40","7","7","D",95,1970
"11383","VID_16243",3,"167399","485","28","27","E",192,770
"11384","VID_17758",1,"178393","317","51","19","F",355,2140
"11385","VID_11831",4,"11349","166","10","32","D",439,511
"11386","VID_20178",367,"3013","12","5","0","G",43,1708
"11387","VID_19192",2,"1941","0","0","0","G",56,1930
"11388","VID_23604",1,"1325498","4602","188","184","H",460,1234
"11389","VID_6378",6,"173945","365","17","23","D",424,3015
"11390","VID_10273",1,"361","3","0","1","D",21,682
"11391","VID_19927",1,"587","2","0","0","G",262,1731
"11392","VID_18111",1,"838103","1644","314","231","F",397,1087
"11393","VID_71",1,"24426","160","36","60","A",98,605
"11394","VID_20964",2,"406040","1770","136","156","G",5927,618
"11395","VID_6976",1,"1558914","3230","678","316","D",298,543
"11396","VID_12893",1,"4062751","12839","976","1059","D",140,2240
"11397","VID_13196",1,"449573","424","206","23","D",328,1365
"11398","VID_6895",1,"495695","2978","99","1548","D",380,813
"11399","VID_12598",1,"135871","78","16","36","D",63,625
"11400","VID_8037",2,"77262","65","10","2","D",74,863
"11401","VID_6400",32,"1216109","2051","171","51","D",133,1416
"11402","VID_8324",3,"64495","61","6","6","D",242,1572
"11403","VID_9970",2,"317022","1075","53","144","D",225,675
"11404","VID_18466",5,"96122","219","18","3","F",187,1247
"11405","VID_8159",1,"163591","182","29","13","D",9630,598
"11406","VID_16177",2,"4255155","22078","1040","4313","E",7647,1047
"11407","VID_21797",5,"549040","2048","70","175","G",5010,1558
"11408","VID_20457",1,"5102","28","62","42","G",207,1797
"11409","VID_2383",1,"109505","807","16","24","C",525,1006
"11410","VID_15299",1,"62030","53","18","22","E",770,579
"11411","VID_2287",1,"54047","102","24","0","C",916,1389
"11412","VID_19752",5,"141495","322","47","23","G",380,1902
"11413","VID_9247",1,"46973","67","8","0","D",672,711
"11414","VID_12815",1,"2005","13","0","0","D",842,1426
"11415","VID_20946",2,"22492","150","1","2","G",255,1499
"11416","VID_21570",2,"697954","736","57","116","G",357,2516
"11417","VID_22436",6,"175319","1565","43","132","G",240,842
"11418","VID_10746",91,"319","0","0","0","D",20,684
"11419","VID_20205",4,"102507","394","19","31","G",1337,1550
"11420","VID_4516",11,"1138348","692","433","57","D",131,578
