"","ad.vidid","ad_view"
"6640","VID_11014",44
"6641","VID_1537",31
"6642","VID_4202",61
"6643","VID_12617",33
"6644","VID_12386",35
"6645","VID_21023",73
"6646","VID_7214",45
"6647","VID_14525",21
"6648","VID_6692",62
"6649","VID_15042",48
"6650","VID_5924",80
"6651","VID_2224",43
"6652","VID_22354",11
"6653","VID_10177",81
"6654","VID_5389",23
"6655","VID_21308",66
"6656","VID_20928",13
"6657","VID_1353",32
"6658","VID_4433",4
"6659","VID_20128",36
"6660","VID_16397",70
"6661","VID_16301",82
"6662","VID_12633",69
"6663","VID_23568",61
"6664","VID_9772",75
"6665","VID_4150",56
"6666","VID_8952",30
"6667","VID_12614",12
"6668","VID_21457",49
"6669","VID_22487",38
"6670","VID_10837",78
"6671","VID_9883",76
"6672","VID_20384",61
"6673","VID_3515",15
"6674","VID_5005",33
"6675","VID_2807",56
"6676","VID_23309",46
"6677","VID_21550",75
"6678","VID_3061",32
"6679","VID_10299",65
"6680","VID_11001",70
"6681","VID_8045",49
"6682","VID_14682",79
"6683","VID_10268",46
"6684","VID_5779",74
"6685","VID_5367",62
"6686","VID_18298",59
"6687","VID_22470",8
"6688","VID_8967",14
"6689","VID_12963",33
"6690","VID_3639",31
"6691","VID_21789",10
"6692","VID_15815",-24
"6693","VID_4203",38
"6694","VID_6381",75
"6695","VID_5973",12
"6696","VID_20081",14
"6697","VID_8587",81
"6698","VID_3288",61
"6699","VID_19558",55
"6700","VID_12063",56
"6701","VID_15190",19
"6702","VID_19502",39
"6703","VID_14412",28
"6704","VID_5728",18
"6705","VID_1541",65
"6706","VID_17163",41
"6707","VID_14640",54
"6708","VID_14394",43
"6709","VID_16293",47
"6710","VID_20372",41
"6711","VID_2762",33
"6712","VID_16040",10
"6713","VID_10359",57
"6714","VID_2916",80
"6715","VID_14826",51
"6716","VID_1554",38
"6717","VID_13362",-5
"6718","VID_15985",-13
"6719","VID_6157",54
"6720","VID_19775",31
"6721","VID_8677",56
"6722","VID_12593",5
"6723","VID_11555",22
"6724","VID_10180",75
"6725","VID_7281",22
"6726","VID_19200",40
"6727","VID_18507",56
"6728","VID_13765",64
"6729","VID_18802",79
"6730","VID_2428",1
"6731","VID_22193",79
"6732","VID_8915",20
"6733","VID_4402",34
"6734","VID_6197",22
"6735","VID_23263",25
"6736","VID_16324",59
"6737","VID_16725",2
"6738","VID_10683",75
"6739","VID_14246",-12
"6740","VID_10059",52
"6741","VID_16656",46
"6742","VID_17275",49
"6743","VID_591",18
"6744","VID_17916",11
"6745","VID_361",53
"6746","VID_21848",40
"6747","VID_7693",35
"6748","VID_21847",33
"6749","VID_12198",32
"6750","VID_2129",70
"6751","VID_3080",34
"6752","VID_22803",30
"6753","VID_969",43
"6754","VID_10161",76
"6755","VID_19085",32
"6756","VID_7744",75
"6757","VID_4304",21
"6758","VID_6231",18
"6759","VID_19763",25
"6760","VID_1542",14
"6761","VID_8180",-93
"6762","VID_18962",34
"6763","VID_7258",72
"6764","VID_11587",23
"6765","VID_10283",75
"6766","VID_18692",74
"6767","VID_19813",69
"6768","VID_18168",22
"6769","VID_15844",30
"6770","VID_6875",45
"6771","VID_4099",1
"6772","VID_5489",20
"6773","VID_7357",51
"6774","VID_13020",60
"6775","VID_1146",69
"6776","VID_19336",74
"6777","VID_2188",77
"6778","VID_13383",59
"6779","VID_18645",33
"6780","VID_9",15
"6781","VID_4369",60
"6782","VID_10525",23
"6783","VID_837",50
"6784","VID_15197",42
"6785","VID_4776",54
"6786","VID_11796",45
"6787","VID_8082",28
"6788","VID_15852",45
"6789","VID_22425",76
"6790","VID_3551",28
"6791","VID_21555",53
"6792","VID_6283",58
"6793","VID_21339",16
"6794","VID_4552",52
"6795","VID_4496",29
"6796","VID_22851",21
"6797","VID_33",45
"6798","VID_4228",65
"6799","VID_19597",14
"6800","VID_21870",61
"6801","VID_4652",50
"6802","VID_14972",27
"6803","VID_1408",15
"6804","VID_10738",75
"6805","VID_21500",55
"6806","VID_18199",26
"6807","VID_7610",7
"6808","VID_15713",29
"6809","VID_6689",49
"6810","VID_4672",6
"6811","VID_5927",61
"6812","VID_4332",33
"6813","VID_946",60
"6814","VID_4513",61
"6815","VID_3091",68
"6816","VID_18099",37
"6817","VID_1249",37
"6818","VID_11207",37
"6819","VID_18054",57
"6820","VID_20142",26
"6821","VID_17136",43
"6822","VID_16483",79
"6823","VID_102",62
"6824","VID_19883",75
"6825","VID_7418",23
"6826","VID_1436",49
"6827","VID_21104",57
"6828","VID_6601",23
"6829","VID_12925",18
"6830","VID_23526",43
"6831","VID_10373",31
"6832","VID_13688",67
"6833","VID_22400",41
"6834","VID_2450",21
"6835","VID_15393",26
"6836","VID_2648",75
"6837","VID_18881",41
"6838","VID_7290",32
"6839","VID_19835",54
"6840","VID_12168",43
"6841","VID_23510",61
"6842","VID_17461",70
"6843","VID_10966",39
"6844","VID_1462",40
"6845","VID_18383",70
"6846","VID_13658",82
"6847","VID_14678",65
"6848","VID_8217",67
"6849","VID_9278",77
"6850","VID_5193",40
"6851","VID_1978",29
"6852","VID_2655",52
"6853","VID_2283",77
"6854","VID_20377",14
"6855","VID_1538",44
"6856","VID_5764",72
"6857","VID_6213",20
"6858","VID_18852",10
"6859","VID_18267",63
"6860","VID_15039",61
"6861","VID_5959",81
"6862","VID_22931",-10
"6863","VID_1321",53
"6864","VID_17676",36
"6865","VID_18921",12
"6866","VID_14791",77
"6867","VID_21495",38
"6868","VID_6570",16
"6869","VID_2700",3
"6870","VID_16589",46
"6871","VID_18376",41
"6872","VID_891",14
"6873","VID_738",65
"6874","VID_13266",74
"6875","VID_23251",8
"6876","VID_16498",55
"6877","VID_23265",33
"6878","VID_16164",46
"6879","VID_779",60
"6880","VID_7986",73
"6881","VID_19349",24
"6882","VID_2346",8
"6883","VID_17752",56
"6884","VID_3429",37
"6885","VID_3290",45
"6886","VID_2659",19
"6887","VID_1449",16
"6888","VID_15376",17
"6889","VID_21154",66
"6890","VID_10758",75
"6891","VID_3403",36
"6892","VID_9283",47
"6893","VID_21863",64
"6894","VID_12530",15
"6895","VID_17712",6
"6896","VID_10412",-2
"6897","VID_4473",60
"6898","VID_13480",74
"6899","VID_1047",36
"6900","VID_4385",27
"6901","VID_22576",45
"6902","VID_7369",60
"6903","VID_9325",78
"6904","VID_808",54
"6905","VID_4016",29
"6906","VID_3664",27
"6907","VID_13543",20
"6908","VID_3781",69
"6909","VID_7601",55
"6910","VID_2326",17
"6911","VID_1166",36
"6912","VID_2017",32
"6913","VID_15861",73
"6914","VID_15526",6
"6915","VID_11073",71
"6916","VID_23553",14
"6917","VID_21554",25
"6918","VID_17164",47
"6919","VID_8699",38
"6920","VID_6979",17
"6921","VID_19528",75
"6922","VID_15329",61
"6923","VID_17902",52
"6924","VID_19209",19
"6925","VID_9759",44
"6926","VID_1641",38
"6927","VID_2047",40
"6928","VID_16224",20
"6929","VID_20758",10
"6930","VID_17410",0
"6931","VID_2362",9
"6932","VID_2774",-17
"6933","VID_5569",37
"6934","VID_15722",6
"6935","VID_3985",75
"6936","VID_17546",38
"6937","VID_22256",71
"6938","VID_15767",-13
"6939","VID_2446",63
"6940","VID_2426",4
"6941","VID_22748",64
"6942","VID_8250",47
"6943","VID_1076",40
"6944","VID_10845",74
"6945","VID_14024",59
"6946","VID_14066",16
"6947","VID_6495",35
"6948","VID_11083",63
"6949","VID_9712",77
"6950","VID_492",6
"6951","VID_20815",31
"6952","VID_12344",75
"6953","VID_22058",34
"6954","VID_23523",16
"6955","VID_13752",74
"6956","VID_6415",15
"6957","VID_7582",15
"6958","VID_16220",33
"6959","VID_14850",60
"6960","VID_12012",46
"6961","VID_16394",75
"6962","VID_9670",77
"6963","VID_3890",43
"6964","VID_18341",15
"6965","VID_9101",17
"6966","VID_17846",71
"6967","VID_9912",78
"6968","VID_11472",52
"6969","VID_3341",3
"6970","VID_4752",-42
"6971","VID_2744",15
"6972","VID_4607",24
"6973","VID_5427",-6
"6974","VID_1585",16
"6975","VID_21553",58
"6976","VID_2915",77
"6977","VID_762",48
"6978","VID_6186",37
"6979","VID_6989",-2
"6980","VID_17223",45
"6981","VID_18860",15
"6982","VID_20161",41
"6983","VID_2578",33
"6984","VID_5233",75
"6985","VID_2441",9
"6986","VID_13270",74
"6987","VID_20433",62
"6988","VID_3644",48
"6989","VID_1514",67
"6990","VID_22481",58
"6991","VID_14913",38
"6992","VID_16026",-18
"6993","VID_17704",18
"6994","VID_17379",79
"6995","VID_6630",16
"6996","VID_15734",-12
"6997","VID_1494",48
"6998","VID_21836",46
"6999","VID_14953",61
"7000","VID_15288",22
"7001","VID_9404",16
"7002","VID_5406",49
"7003","VID_1817",56
"7004","VID_19464",5
"7005","VID_5768",9
"7006","VID_19788",35
"7007","VID_10808",80
"7008","VID_17505",62
"7009","VID_15995",25
"7010","VID_7354",31
"7011","VID_20351",73
"7012","VID_4782",-27
"7013","VID_15485",51
"7014","VID_8619",79
"7015","VID_22605",71
"7016","VID_20207",37
"7017","VID_3174",30
"7018","VID_23315",23
"7019","VID_12199",48
"7020","VID_17773",74
"7021","VID_12548",31
"7022","VID_11431",29
"7023","VID_6709",40
"7024","VID_10822",76
"7025","VID_8464",70
"7026","VID_11700",49
"7027","VID_15946",-39
"7028","VID_22427",71
"7029","VID_3670",73
"7030","VID_19079",63
"7031","VID_16611",63
"7032","VID_17858",63
"7033","VID_20749",70
"7034","VID_6217",29
"7035","VID_17338",25
"7036","VID_5399",59
"7037","VID_5468",61
"7038","VID_3557",39
"7039","VID_23505",67
"7040","VID_12088",26
"7041","VID_7221",76
"7042","VID_18481",17
"7043","VID_13192",75
"7044","VID_16863",35
"7045","VID_5054",44
"7046","VID_12975",69
"7047","VID_21783",33
"7048","VID_9357",63
"7049","VID_8894",46
"7050","VID_3305",43
"7051","VID_4707",13
"7052","VID_8448",78
"7053","VID_17151",39
"7054","VID_9846",76
"7055","VID_15154",46
"7056","VID_16794",48
"7057","VID_121",61
"7058","VID_7847",76
"7059","VID_16209",5
"7060","VID_18075",25
"7061","VID_2791",43
"7062","VID_2802",17
"7063","VID_18955",77
"7064","VID_15870",75
"7065","VID_3808",38
"7066","VID_22619",15
"7067","VID_18407",21
"7068","VID_4381",32
"7069","VID_5156",31
"7070","VID_8299",79
"7071","VID_4166",56
"7072","VID_339",45
"7073","VID_8476",56
"7074","VID_10494",34
"7075","VID_15819",-48
"7076","VID_16240",36
"7077","VID_4179",32
"7078","VID_19261",26
"7079","VID_13150",79
"7080","VID_23213",59
"7081","VID_19387",33
"7082","VID_18482",71
"7083","VID_21176",70
"7084","VID_12966",25
"7085","VID_8887",44
"7086","VID_19996",57
"7087","VID_18408",52
"7088","VID_8276",28
"7089","VID_6352",19
"7090","VID_6445",70
"7091","VID_20387",17
"7092","VID_9546",75
"7093","VID_21790",25
"7094","VID_7654",14
"7095","VID_16712",39
"7096","VID_10840",41
"7097","VID_19999",-2
"7098","VID_13822",45
"7099","VID_18980",77
"7100","VID_10008",65
"7101","VID_4530",15
"7102","VID_16351",77
"7103","VID_15778",-32
"7104","VID_21149",-9
"7105","VID_4818",60
"7106","VID_11049",55
"7107","VID_7002",-18
"7108","VID_878",73
"7109","VID_11984",27
"7110","VID_15141",55
"7111","VID_218",74
"7112","VID_11124",50
"7113","VID_16095",31
"7114","VID_18327",38
"7115","VID_11341",79
"7116","VID_9023",40
"7117","VID_12220",70
"7118","VID_22437",41
"7119","VID_16257",72
"7120","VID_16551",-37
"7121","VID_18659",69
"7122","VID_21731",17
"7123","VID_16612",29
"7124","VID_741",29
"7125","VID_4741",-6
"7126","VID_15437",46
"7127","VID_16979",47
"7128","VID_6796",75
"7129","VID_22820",80
"7130","VID_3926",28
"7131","VID_3214",4
"7132","VID_22874",53
"7133","VID_10811",28
"7134","VID_8140",65
"7135","VID_16038",-4
"7136","VID_3998",29
"7137","VID_5744",17
"7138","VID_797",46
"7139","VID_4270",14
"7140","VID_5027",47
"7141","VID_16970",28
"7142","VID_13237",72
"7143","VID_19787",33
"7144","VID_2360",7
"7145","VID_17808",39
"7146","VID_22556",48
"7147","VID_6448",12
"7148","VID_12337",57
"7149","VID_19338",-5
"7150","VID_18567",35
"7151","VID_5157",25
"7152","VID_19874",75
"7153","VID_6210",72
"7154","VID_13174",77
"7155","VID_20275",58
"7156","VID_4834",-58
"7157","VID_10627",18
"7158","VID_8658",77
"7159","VID_16787",36
"7160","VID_4001",38
"7161","VID_3869",57
"7162","VID_10192",75
"7163","VID_10191",75
"7164","VID_20157",77
"7165","VID_633",9
"7166","VID_20398",55
"7167","VID_620",30
"7168","VID_17579",17
"7169","VID_15683",54
"7170","VID_22472",-11
"7171","VID_16133",52
"7172","VID_2723",9
"7173","VID_23463",66
"7174","VID_19433",26
"7175","VID_1258",63
"7176","VID_19005",52
"7177","VID_13785",49
"7178","VID_13072",48
"7179","VID_17216",15
"7180","VID_18241",57
"7181","VID_695",28
"7182","VID_7968",24
"7183","VID_11393",4
"7184","VID_9040",-2
"7185","VID_17373",68
"7186","VID_23010",74
"7187","VID_9034",42
"7188","VID_10678",75
"7189","VID_9438",63
"7190","VID_18624",39
"7191","VID_23585",38
"7192","VID_22259",15
"7193","VID_12381",49
"7194","VID_23529",31
"7195","VID_8433",79
"7196","VID_6543",28
"7197","VID_17147",70
"7198","VID_9693",-16
"7199","VID_11400",71
"7200","VID_14868",59
"7201","VID_22158",1
"7202","VID_12391",61
"7203","VID_13194",-50
"7204","VID_18136",41
"7205","VID_7356",36
"7206","VID_2548",6
"7207","VID_21902",60
"7208","VID_1017",16
"7209","VID_11027",71
"7210","VID_5825",30
"7211","VID_2288",71
"7212","VID_5896",39
"7213","VID_8107",38
"7214","VID_7877",79
"7215","VID_6636",38
"7216","VID_19179",51
"7217","VID_20492",53
"7218","VID_22422",74
"7219","VID_4835",13
"7220","VID_10209",75
"7221","VID_10051",59
"7222","VID_21646",69
"7223","VID_20903",10
"7224","VID_6143",48
"7225","VID_3154",18
"7226","VID_4902",62
"7227","VID_21950",57
"7228","VID_4699",61
"7229","VID_18711",63
"7230","VID_12978",52
"7231","VID_3507",30
"7232","VID_20562",46
"7233","VID_20961",-9
"7234","VID_16426",23
"7235","VID_23661",39
"7236","VID_1678",53
"7237","VID_7006",-31
"7238","VID_11426",12
"7239","VID_8634",61
"7240","VID_14700",66
"7241","VID_1770",57
"7242","VID_13216",59
"7243","VID_22569",48
"7244","VID_715",55
"7245","VID_18368",11
"7246","VID_11494",56
"7247","VID_15003",68
"7248","VID_21715",36
"7249","VID_4169",45
"7250","VID_22264",49
"7251","VID_2968",35
"7252","VID_12447",50
"7253","VID_9778",76
"7254","VID_15121",40
"7255","VID_3824",34
"7256","VID_6956",71
"7257","VID_4669",43
"7258","VID_16711",43
"7259","VID_3694",60
"7260","VID_6768",77
"7261","VID_4194",54
"7262","VID_19571",15
"7263","VID_9057",59
"7264","VID_23283",1
"7265","VID_14692",15
"7266","VID_6076",34
"7267","VID_3807",81
"7268","VID_9145",80
"7269","VID_20159",64
"7270","VID_10295",78
"7271","VID_3501",66
"7272","VID_19021",53
"7273","VID_18643",59
"7274","VID_9490",80
"7275","VID_2822",14
"7276","VID_19575",34
"7277","VID_2973",66
"7278","VID_12902",47
"7279","VID_5057",14
"7280","VID_20090",29
"7281","VID_7915",33
"7282","VID_19371",14
"7283","VID_7190",80
"7284","VID_19870",77
"7285","VID_9870",68
"7286","VID_8285",76
"7287","VID_18128",46
"7288","VID_207",19
"7289","VID_23719",67
"7290","VID_21477",36
"7291","VID_1009",54
"7292","VID_15931",11
"7293","VID_22917",59
"7294","VID_4589",79
"7295","VID_8458",61
"7296","VID_2796",36
"7297","VID_15542",18
"7298","VID_22408",17
"7299","VID_15124",46
"7300","VID_17825",10
"7301","VID_473",62
"7302","VID_10437",2
"7303","VID_1701",23
"7304","VID_7055",15
"7305","VID_16785",71
"7306","VID_5662",59
"7307","VID_20873",11
"7308","VID_1767",24
"7309","VID_17638",31
"7310","VID_7439",57
"7311","VID_22736",78
"7312","VID_2063",55
"7313","VID_6782",12
"7314","VID_8267",60
"7315","VID_16222",6
"7316","VID_19217",68
"7317","VID_5556",34
"7318","VID_2781",79
"7319","VID_3398",28
"7320","VID_20734",44
"7321","VID_12911",72
"7322","VID_21097",58
"7323","VID_12933",23
"7324","VID_3493",11
"7325","VID_3974",11
"7326","VID_10334",58
"7327","VID_22024",62
"7328","VID_18595",3
"7329","VID_22391",55
"7330","VID_6879",27
"7331","VID_11227",71
"7332","VID_17843",54
"7333","VID_422",20
"7334","VID_10140",28
"7335","VID_18713",21
"7336","VID_21126",-7
"7337","VID_19326",43
"7338","VID_23094",71
"7339","VID_21607",15
"7340","VID_2816",33
"7341","VID_12093",25
"7342","VID_8251",24
"7343","VID_18894",43
"7344","VID_19060",39
"7345","VID_8749",34
"7346","VID_9961",13
"7347","VID_15789",-31
"7348","VID_17148",71
"7349","VID_20463",67
"7350","VID_11779",17
"7351","VID_19291",56
"7352","VID_12264",29
"7353","VID_7103",37
"7354","VID_15427",52
"7355","VID_1957",30
"7356","VID_13701",26
"7357","VID_11675",7
"7358","VID_5046",43
"7359","VID_16314",75
"7360","VID_18123",43
"7361","VID_19678",44
"7362","VID_10699",75
"7363","VID_9360",68
"7364","VID_7925",42
"7365","VID_14266",80
"7366","VID_12351",21
"7367","VID_8375",-70
"7368","VID_13085",71
"7369","VID_14627",15
"7370","VID_7660",80
"7371","VID_13442",20
"7372","VID_18465",54
"7373","VID_15695",-34
"7374","VID_7070",-46
"7375","VID_15025",73
"7376","VID_21116",-44
"7377","VID_21453",50
"7378","VID_18774",49
"7379","VID_16756",43
"7380","VID_5096",30
"7381","VID_4248",35
"7382","VID_18169",20
"7383","VID_21841",79
"7384","VID_12781",57
"7385","VID_16370",81
"7386","VID_15825",-6
"7387","VID_403",20
"7388","VID_4781",40
"7389","VID_12345",45
"7390","VID_15538",43
"7391","VID_14025",40
"7392","VID_16936",32
"7393","VID_20095",28
"7394","VID_7438",53
"7395","VID_11729",-7
"7396","VID_4999",57
"7397","VID_7607",33
"7398","VID_5689",31
"7399","VID_3281",18
"7400","VID_9112",14
"7401","VID_8994",38
"7402","VID_15996",0
"7403","VID_9323",53
"7404","VID_18362",69
"7405","VID_11186",44
"7406","VID_10392",61
"7407","VID_1255",56
"7408","VID_23346",48
"7409","VID_9832",75
"7410","VID_9940",15
"7411","VID_9643",78
"7412","VID_16938",54
"7413","VID_1290",20
"7414","VID_3426",56
"7415","VID_4630",77
"7416","VID_21321",32
"7417","VID_21885",56
"7418","VID_7089",27
"7419","VID_11630",-42
"7420","VID_13119",23
"7421","VID_20792",33
"7422","VID_17330",14
"7423","VID_7240",44
"7424","VID_2772",60
"7425","VID_11850",77
"7426","VID_20200",29
"7427","VID_15212",67
"7428","VID_6943",16
"7429","VID_20897",77
"7430","VID_1388",36
"7431","VID_10288",24
"7432","VID_16511",45
"7433","VID_18946",31
"7434","VID_16479",36
"7435","VID_7422",54
"7436","VID_21044",62
"7437","VID_1022",27
"7438","VID_8836",80
"7439","VID_15949",-16
"7440","VID_12758",64
"7441","VID_9653",76
"7442","VID_19118",20
"7443","VID_13758",73
"7444","VID_3984",29
"7445","VID_20795",42
"7446","VID_23747",61
"7447","VID_8467",79
"7448","VID_14253",11
"7449","VID_16822",23
"7450","VID_6401",66
"7451","VID_7485",71
"7452","VID_23700",46
"7453","VID_2664",58
"7454","VID_6590",19
"7455","VID_3594",16
"7456","VID_12185",32
"7457","VID_10863",77
"7458","VID_13128",75
"7459","VID_17394",38
"7460","VID_10118",54
"7461","VID_3559",9
"7462","VID_13498",65
"7463","VID_14367",65
"7464","VID_20405",38
"7465","VID_16195",17
"7466","VID_17500",36
"7467","VID_1706",31
"7468","VID_1051",39
"7469","VID_15107",49
"7470","VID_3247",52
"7471","VID_974",20
"7472","VID_7247",74
"7473","VID_20898",-10
"7474","VID_5140",19
"7475","VID_5354",66
"7476","VID_862",31
"7477","VID_3770",43
"7478","VID_13847",35
"7479","VID_6902",29
"7480","VID_10510",29
"7481","VID_20502",68
"7482","VID_16813",41
"7483","VID_15686",-24
"7484","VID_6504",72
"7485","VID_22493",36
"7486","VID_21264",19
"7487","VID_2210",29
"7488","VID_15908",23
"7489","VID_22634",27
"7490","VID_3721",59
"7491","VID_15698",38
"7492","VID_17683",8
"7493","VID_3146",41
"7494","VID_11479",71
"7495","VID_23671",74
"7496","VID_7740",79
"7497","VID_1291",32
"7498","VID_22681",79
"7499","VID_19585",75
"7500","VID_22393",19
"7501","VID_13111",81
"7502","VID_23369",76
"7503","VID_18885",21
"7504","VID_5195",39
"7505","VID_19343",72
"7506","VID_11184",56
"7507","VID_12810",12
"7508","VID_7882",35
"7509","VID_16066",26
"7510","VID_18688",11
"7511","VID_19392",29
"7512","VID_19633",73
"7513","VID_991",9
"7514","VID_6997",3
"7515","VID_17271",33
"7516","VID_6893",29
"7517","VID_6487",72
"7518","VID_18737",76
"7519","VID_16886",25
"7520","VID_17757",56
"7521","VID_4288",18
"7522","VID_8491",48
"7523","VID_9226",73
"7524","VID_11228",-20
"7525","VID_22329",23
"7526","VID_16365",78
"7527","VID_16461",81
"7528","VID_8243",56
"7529","VID_13703",30
"7530","VID_8413",14
"7531","VID_20510",25
"7532","VID_11330",77
"7533","VID_15735",18
"7534","VID_11622",-73
"7535","VID_10581",32
"7536","VID_11038",24
"7537","VID_20957",77
"7538","VID_1676",12
"7539","VID_4613",39
"7540","VID_16008",4
"7541","VID_3584",14
"7542","VID_1864",60
"7543","VID_13943",11
"7544","VID_16911",52
"7545","VID_14835",76
"7546","VID_21499",56
"7547","VID_1744",56
"7548","VID_21489",-1
"7549","VID_9505",41
"7550","VID_7855",60
"7551","VID_8220",22
"7552","VID_20726",28
"7553","VID_17091",31
"7554","VID_2596",14
"7555","VID_6602",65
"7556","VID_12640",34
"7557","VID_7351",51
"7558","VID_20717",43
"7559","VID_20830",59
"7560","VID_22439",67
"7561","VID_1886",41
"7562","VID_13200",53
"7563","VID_23246",10
"7564","VID_11303",44
"7565","VID_1637",69
"7566","VID_4191",32
"7567","VID_3250",67
"7568","VID_19430",66
"7569","VID_22757",56
"7570","VID_2532",23
"7571","VID_22753",57
"7572","VID_14870",79
"7573","VID_1337",28
"7574","VID_23507",24
"7575","VID_7383",58
"7576","VID_21221",19
"7577","VID_2649",48
"7578","VID_18849",63
"7579","VID_21545",45
"7580","VID_15540",59
"7581","VID_1980",49
"7582","VID_20833",68
"7583","VID_20003",62
"7584","VID_21982",48
"7585","VID_22599",77
"7586","VID_1466",48
"7587","VID_1750",58
"7588","VID_17845",26
"7589","VID_11487",47
"7590","VID_11878",45
"7591","VID_8818",54
"7592","VID_17025",36
"7593","VID_11500",17
"7594","VID_17632",43
"7595","VID_6335",74
"7596","VID_16115",-14
"7597","VID_6845",37
"7598","VID_8653",75
"7599","VID_23248",11
"7600","VID_14433",57
"7601","VID_3042",39
"7602","VID_8705",16
"7603","VID_13634",60
"7604","VID_20550",52
"7605","VID_7395",19
"7606","VID_11989",51
"7607","VID_3014",73
"7608","VID_8278",14
"7609","VID_14650",76
"7610","VID_9617",75
"7611","VID_17279",40
"7612","VID_952",59
"7613","VID_140",46
"7614","VID_22429",-6
"7615","VID_2263",75
"7616","VID_19823",30
"7617","VID_1674",32
"7618","VID_1620",6
"7619","VID_9818",59
"7620","VID_18530",48
"7621","VID_11895",23
"7622","VID_421",47
"7623","VID_9466",66
"7624","VID_17602",76
"7625","VID_3845",53
"7626","VID_11953",67
"7627","VID_22966",67
"7628","VID_4585",42
"7629","VID_9050",22
"7630","VID_19062",51
"7631","VID_21585",11
"7632","VID_19472",-9
"7633","VID_23199",12
"7634","VID_6044",46
"7635","VID_11301",37
"7636","VID_13916",79
"7637","VID_15461",77
"7638","VID_16969",57
"7639","VID_18216",24
"7640","VID_20536",61
"7641","VID_4122",-19
"7642","VID_16694",24
"7643","VID_5176",70
"7644","VID_21605",14
"7645","VID_509",51
"7646","VID_13572",38
"7647","VID_16957",64
"7648","VID_9876",76
"7649","VID_5737",51
"7650","VID_19766",71
"7651","VID_19778",19
"7652","VID_12550",18
"7653","VID_8287",58
"7654","VID_22506",72
"7655","VID_2524",-11
"7656","VID_7535",59
"7657","VID_13143",80
"7658","VID_23761",77
"7659","VID_14063",36
"7660","VID_6909",47
"7661","VID_12319",46
"7662","VID_11749",-25
"7663","VID_17725",60
"7664","VID_6462",70
"7665","VID_16633",42
"7666","VID_16391",21
"7667","VID_4603",79
"7668","VID_2279",22
"7669","VID_15072",10
"7670","VID_21812",16
"7671","VID_4986",77
"7672","VID_23509",29
"7673","VID_21852",37
"7674","VID_2743",39
"7675","VID_2506",13
"7676","VID_1351",67
"7677","VID_806",43
"7678","VID_845",77
"7679","VID_19892",43
"7680","VID_13970",31
"7681","VID_19321",-66
"7682","VID_10265",75
"7683","VID_4576",75
"7684","VID_14221",47
"7685","VID_15855",62
"7686","VID_10644",80
"7687","VID_19372",-16
"7688","VID_5167",52
"7689","VID_467",27
"7690","VID_7271",77
"7691","VID_20206",76
"7692","VID_23132",40
"7693","VID_19688",30
"7694","VID_3487",48
"7695","VID_20701",54
"7696","VID_13525",63
"7697","VID_4076",63
"7698","VID_3026",7
"7699","VID_5349",36
"7700","VID_21331",10
"7701","VID_12561",35
"7702","VID_19216",42
"7703","VID_14353",40
"7704","VID_1753",12
"7705","VID_1505",16
"7706","VID_20767",37
"7707","VID_3187",3
"7708","VID_573",41
"7709","VID_12147",39
"7710","VID_16065",41
"7711","VID_2897",73
"7712","VID_8435",58
"7713","VID_20803",68
"7714","VID_18457",69
"7715","VID_1843",35
"7716","VID_7725",13
"7717","VID_5479",57
"7718","VID_13088",27
"7719","VID_11708",73
"7720","VID_6035",28
"7721","VID_12426",45
"7722","VID_5651",8
"7723","VID_382",58
"7724","VID_5139",79
"7725","VID_4575",62
"7726","VID_7543",64
"7727","VID_8900",66
"7728","VID_2939",75
"7729","VID_10575",18
"7730","VID_16411",15
"7731","VID_5060",76
"7732","VID_23060",65
"7733","VID_5148",61
"7734","VID_14243",21
"7735","VID_150",23
"7736","VID_2460",69
"7737","VID_8473",34
"7738","VID_15463",62
"7739","VID_3821",78
"7740","VID_20967",66
"7741","VID_1169",29
"7742","VID_5090",34
"7743","VID_640",37
"7744","VID_3538",54
"7745","VID_7633",69
"7746","VID_13520",67
"7747","VID_5161",15
"7748","VID_8585",73
"7749","VID_6573",53
"7750","VID_1715",44
"7751","VID_21369",51
"7752","VID_20228",13
"7753","VID_4864",75
"7754","VID_5282",21
"7755","VID_3509",25
"7756","VID_21917",67
"7757","VID_22475",-3
"7758","VID_5872",34
"7759","VID_20544",68
"7760","VID_22972",37
"7761","VID_3966",55
"7762","VID_17079",12
"7763","VID_15780",45
"7764","VID_22901",64
"7765","VID_20557",44
"7766","VID_11221",63
"7767","VID_18963",58
"7768","VID_13992",-4
"7769","VID_21660",19
"7770","VID_4753",-18
"7771","VID_7803",41
"7772","VID_14124",31
"7773","VID_19041",13
"7774","VID_11030",39
"7775","VID_13826",6
"7776","VID_6478",68
"7777","VID_10196",75
"7778","VID_10098",15
"7779","VID_16088",-4
"7780","VID_3716",60
"7781","VID_16741",72
"7782","VID_10561",7
"7783","VID_12794",19
"7784","VID_4121",69
"7785","VID_595",63
"7786","VID_20627",-234
"7787","VID_12260",61
"7788","VID_18856",29
"7789","VID_5722",54
"7790","VID_2613",69
"7791","VID_17559",64
"7792","VID_1221",67
"7793","VID_8210",72
"7794","VID_15497",25
"7795","VID_9615",77
"7796","VID_21",63
"7797","VID_13138",46
"7798","VID_5442",61
"7799","VID_14541",75
"7800","VID_782",50
"7801","VID_3270",7
"7802","VID_11097",49
"7803","VID_1582",24
